event_title,category
Outstanding Music,Concert
Stunning Sounds,Concert
Passionate Performance,Concert
Invigorating Performance,Concert
The Best Concert,Concert
Catchy Jams,Concert
Rabid Encore,Concert
Captivating Guitars,Concert
Electric Melody,Concert
Mind Blowing Show,Concert
Essential Live Set,Concert
Fascinating Show,Concert
Irresistible Soundscape,Concert
Enchanting Music,Concert
Excellent Sounds,Concert
Exhilarating Sing-Along,Concert
Intense Harmony,Concert
Captivating Beats,Concert
Overpowering Performance,Concert
Incredible Experience,Concert
Wondrous Beats,Concert
Thrilling Performance,Concert
Magnetic Melodies,Concert
Oktoberfest,Festival
Solstice Festival,Festival
Mid Autumn Festival,Festival
Harvest Festival,Festival
Lantern Festival,Festival
Thanksgiving,Festival
Carnival,Festival
Day of the Dead,Festival
Mardi Gras,Festival
Cherry Blossom Festival,Festival
St. Patrick's Day,Festival
Lunar New Year,Festival
Matsuri,Festival
Holiday of Lights,Festival
Eid-ul-Fitr,Festival
Festival of Lights,Festival
Wind Festival,Festival
Rasleela,Festival
Yom Kippur,Festival
Rosh Hashanah,Festival
Songkran Festival,Festival
Holi Festival,Festival
Dragon Boat Festival,Festival
Hogmanay,Festival
Yee Peng Festival,Festival
Bon Festival,Festival
Fiesta de Santa Fe,Festival
Burning Man Festival,Festival
Christmas Carols,Festival
Lag Finneid,Festival
Mimosa Festival,Festival
Festival of Worship of the Sea,Festival
Padwa,Festival
Red Firecracker Festival,Festival
National Day,Festival
King's Day,Festival
Pumpkin Festival,Festival
Boo at the Zoo,Festival
Rosh Hashanah,Festival
New Years Music Festival,Festival
Momo Festival,Festival
Spring Festival,Festival
Pueblo Potter's Feast,Festival
National Independence Day,Festival
Okra Festival,Festival
Day of Joy,Festival
Flower Parade,Festival
Diwali,Festival
Patriot Day,Festival
International Festival of Kites,Festival
Dance Festival,Festival
Penguin Swimming Festival,Festival
Glow Worm Festival,Festival
Feast of the Seven Fishes,Festival
Molokai Hoe,Festival
Jazz Festival,Festival
Fete de la Musique,Festival
Feast of St. Nicholas,Festival
Poi Festival,Festival
Harvest Moon Festival,Festival
Kwanzaa,Festival
Tulip Festival,Festival
International Kite Festival,Festival
Culinary Celebration,Festival
Almond Blossom Festival,Festival
Vineter Festival,Festival
Kanamara Matsuri,Festival
Canada Day,Festival
Memorial Day,Festival
Cranberry Festival,Festival
Lemon Festival,Festival
Assumption Day,Festival
Festival of Children,Festival
Father's Day,Festival
Mother's Day,Festival
National Day of Prayer,Festival
Iced Food Festival,Festival
Hog Fuel Music Festival,Festival
Horn Festival,Festival
Veterans Day,Festival
Hot Sauce Festival,Festival
Fern Festival,Festival
Tea Festival,Festival
Lammas Fair,Festival
Riverwalk Festival,Festival
Samba Festival,Festival
Apple Festival,Festival
Strawberry Festival,Festival
Wine Festival,Festival
Beer and Brat Festival,Festival
Chouka Festival,Festival
Vacation Festival,Festival
Monsoon Festival,Festival
Obon Festival,Festival
Tsagaan Sar Festival,Festival
Sumer Solstice,Festival
Independence Day,Festival
Labor Day,Festival
Festivus,Festival
Fireworks Festival,Festival
Festival of the Lights,Festival
Buddha's Birthday,Festival
Onam,Festival
Yamagushi Festival,Festival
Chocolate Festival,Festival
Raksha Bandhan,Festival
Cinco De Mayo,Festival
Fall Harvest Festival,Festival
Cheese Festival,Festival
Buckskin Festival,Festival
Winter Solstice,Festival
Deepavali,Festival
Maslenitsa,Festival
Gion Matsuri,Festival
Ma'loa Festival,Festival
Sapporo Snow Festival,Festival
Ganesh Chaturthi,Festival
Rockabilly Festival,Festival
Icebox Days Festival,Festival
Crop Over Festival,Festival
Festival Novo,Festival
Banana Festival,Festival
Finnish Maple Syrup Festival,Festival
Corn Roast,Festival
Garlic Festival,Festival
Rodeo,Festival
Ribeiro Frio Festival,Festival
Ovibeja,Festival
Festival of the Little Hills,Festival
Wat Phukhao Thong Festival,Festival
National Day of Mourning,Festival
Coconut Festival,Festival
Hoi An Lantern Festival,Festival
International Chilli Festival,Festival
Sandsculpting Festival,Festival
Ycraque Festival,Festival
Rice Festival,Festival
Nori Festival,Festival
Orchid Festival,Festival
Fruit Festival,Festival
Apples Festival,Festival
National Sports Day,Festival
Lui-Ngai-Ni,Festival
Barleycorn Festival,Festival
Festival of Seasons,Festival
Fitzroy Island Festival,Festival
Tulip Time Festival,Festival
Seafood Festival,Festival
Dosojin Festival,Festival
Toyama Kamakura Festival,Festival
Bean Throwing Festival,Festival
Taco Festival,Festival
National Day – UAE,Festival
Winter Music Festival,Festival
The Greatest Show On Earth,Performance
Cirque Du Soleil,Performance
The Nutcracker Ballet,Performance
Wicked On Broadway,Performance
Cabaret On Tour,Performance
Riverdance,Performance
Magic & Illusions,Performance
Unsure,Performance
Alice In Wonderland,Performance
Drumline Showdown,Performance
The Lion King,Performance
Kinky Boots On Tour,Performance
The Phantom Of The Opera,Performance
The Music Man,Performance
A Chorus Line,Performance
Stomp On Tour,Performance
In The Heights,Performance
Clowns On The Loose,Performance
Gershwin On Broadway,Performance
Contortionists Extraordinaire,Performance
42nd Street,Performance
West Side Story,Performance
Testers of Steel,Performance
Fiddler On The Roof,Performance
King Kong On Tour,Performance
Hairspray,Performance
Fantastic Fire Show,Performance
Acrobats Of Awe,Performance
Into The Woods,Performance
Grease,Performance
My Fair Lady,Performance
Legends Of Comedy,Performance
The Rent,Performance
Cats,Performance
Cirque Dreams,Performance
Lion King Troupe,Performance
Daring Diversions,Performance
Aquila Aerialists,Performance
Discovery Unfolds,Performance
Les Misérables,Performance
Thrilling Sword Play,Performance
Juggling Jamboree,Performance
Chicago On Broadway,Performance
Follies On The Road,Performance
Large & Loud,Performance
Strictly Ballroom,Performance
Beauty & The Beast,Performance
Stargazing Surprise,Performance
Billy Elliott,Performance
Let The Music Play,Performance
The Little Mermaid,Performance
The Full Monty,Performance
Platinum Performers,Performance
Marquee Magic,Performance
The Wiz,Performance
The Rocky Horror Picture Show,Performance
Joseph And His Technicolor Dreamcoat,Performance
Klassic Homecoming Show,Performance
The Colored Museum,Performance
Urban Excellence,Performance
Two For The Show,Performance
Waiting For The Moon,Performance
Funny Boyz On Parade,Performance
High Steppin',Performance
Annie Get Your Gun,Performance
Gospel Greats,Performance
The Sound Of Music,Performance
Avenue Q,Performance
Celtic Fiddlers,Performance
Needle & String,Performance
Hello Dolly,Performance
Oklahoma,Performance
Funny Girls,Performance
Sleight Of Hand,Performance
Hog Wild Fun,Performance
Maximum Attraction,Performance
Sexy Sirens,Performance
Evita,Performance
Down To Earth,Performance
Rap Renaissance,Performance
Traveling Troubadour,Performance
Babes On Tour,Performance
USO Entertainment Tour,Performance
Tap Shoes To Stardom,Performance
Girlsannovators,Performance
Side Show Special,Performance
Mamma Mia,Performance
The Boy From Oz,Performance
The Producers,Performance
Next Step To Fame,Performance
Summer Sizzle,Performance
XVIII in the Heartland,Performance
South Pacific,Performance
Thoroughly Modern Millie,Performance
Highwaymen Fireworks Spectacular,Performance
Broadway Calling,Performance
Bad Boys of Broadway,Performance
Stagebound Girls,Performance
Uptown Live,Performance
Footloose On Tour,Performance
Charades On Tour,Performance
Crazy 4 You,Performance
Pocahontas On Tour,Performance
Honky-Tonk Medicine Show,Performance
Meet Me In St. Louis,Performance
Tapestry Of Dreams,Performance
Voice Of The Valley,Performance
Juke Box Champions,Performance
Beautiful Ballads,Performance
StarStruck,Performance
Springsteen Spectacular!,Performance
Barn Dance Boogie,Performance
Hey You,Performance
Sugar Babies,Performance
Tall Tales & Legends,Performance
Genesis Connections!,Performance
The Bard & Company,Performance
Country Rockers,Performance
Bluegrass Band Boys,Performance
Lights! Camera! Action Hero!,Performance
Tin Man Tributes,Performance
Sound & Magic,Performance
New Orleans On Stage,Performance
Classic Movemusicals,Performance
Sax & Strings,Performance
Benefit For The Arts,Performance
Make A DJ Music Scene,Performance
Noteworthy Women,Performance
Gathering Of Dawn,Performance
Eleventh Hour,Performance
Swashbucklers Of The Stage,Performance
Gross National Product,Performance
A Taste Of Cabaret,Performance
Earl Of The Rushes,Performance
Let's Make A Musical,Performance
Hale’s Angels,Performance
Voices Of Inspiration,Performance
Rhythm Is Our Rally Cry,Performance
Pledge Of Allegiance,Performance
Rhythm & Soul Revue,Performance
Glamorous Modulations,Performance
One Man Circus,Performance
Indie Motion Pictures,Performance
X-Men,Performance
The Phantom of the Opera,Theater
Cats,Theater
Les Miserables,Theater
Romeo and Juliet,Theater
Grease,Theater
West Side Story,Theater
A Chorus Line,Theater
Chicago,Theater
Cabaret,Theater
Oklahoma!,Theater
Kiss MeKate,Theater
Mame,Theater
The Producers,Theater
Damn Yankees,Theater
Fiddler on the Roof,Theater
Into the Woods,Theater
Aida,Theater
Jesus Christ Superstar,Theater
The King and I,Theater
Measure for Measure,Theater
Sweeney Todd,Theater
The Wizard of Oz,Theater
Pippin,Theater
My Fair Lady,Theater
Annie,Theater
Little Shop of Horrors,Theater
Ragtime,Theater
The Mikado,Theater
Annie Get Your Gun,Theater
Elf: The Broadway Musical,Theater
Funny Girl,Theater
Hairspray,Theater
The Lion King,Theater
Mary Poppins,Theater
Rent,Theater
Beauty and the Beast,Theater
South Pacific,Theater
Sweet Charity,Theater
The Addams Family,Theater
The Color Purple,Theater
The Crucible,Theater
The Glass Menagerie,Theater
Gypsy,Theater
Jane Eyre,Theater
Joseph and the Amazing Technicolor Dreamcoat,Theater
Jekyll & Hyde,Theater
Pirates of Penzance,Theater
Spamalot,Theater
Sunday in the Park with George,Theater
The Sound of Music,Theater
1776,Theater
Seussical,Theater
Footloose,Theater
Hunchback of Notre Dame,Theater
In the Heights,Theater
Interesting Facts About Life Off Broadway,Theater
Legally Blonde: The Musical,Theater
Little Women,Theater
Mamma Mia!,Theater
The Music Man,Theater
The Rocky Horror Show,Theater
Thoroughly Modern Millie,Theater
Waitress: The Musical,Theater
A Gentlemen’s Guide to Love and Murder,Theater
Aladdin,Theater
Amadeus,Theater
Bring It On: The Musical,Theater
Cyrano de Bergerac,Theater
Dreamgirls,Theater
Evita,Theater
Hedwig and the Angry Inch,Theater
In the Heights,Theater
Kiss of the Spider Woman,Theater
Miss Saigon,Theater
Avenue Q,Theater
Bedlam's Hamlet/St. Joan of The Stockyard,Theater
Billy Elliot,Theater
Boeing-Boeing,Theater
Falsettos,Theater
God of Carnage,Theater
Hamilton,Theater
Matilda: The Musical,Theater
Once,Theater
December's Children,Theater
Hadestown,Theater
In The Next Room (or the vibrator play),Theater
The Curious Incident of the Dog in the Night-Time,Theater
The Book of Mormon,Theater
The Full Monty,Theater
The Odd Couple,Theater
Wicked,Theater
Alice in Wonderland,Theater
Amour,Theater
Brownstone,Theater
The Heidi Chronicles,Theater
High Fidelity,Theater
I Do! I Do!,Theater
In a Dark Dark House,Theater
Lysistrata Jones,Theater
Newsies,Theater
Nine,Theater
Side Show,Theater
The Tempest,Theater
The Who's Tommy,Theater
Titus Andronicus,Theater
[title of show],Theater
A Moon for the Misbegotten,Theater
All the Way,Theater
Godspell,Theater
Happy Days: A New Musical,Theater
It Shoulda Been You,Theater
La Cage aux Folles,Theater
Our Country's Good,Theater
Planet Earth,Theater
Shrek The Musical,Theater
The 39 Steps,Theater
The Addams Family Musical,Theater
The Last Five Years,Theater
The Light in the Piazza,Theater
A Christmas StoryThe Musical,Theater
Avenue Q: School Edition,Theater
Camelot,Theater
Forever Plaid,Theater
Frost/Nixon,Theater
Heathers: The Musical,Theater
Little Shop of Horrors: The Musical,Theater
Oklahoma! U.S.A.,Theater
Spring Awakening,Theater
The 25th Annual Putnam County Spelling Bee,Theater
The Drowsy Chaperone,Theater
The Humans,Theater
The Little Mermaid,Theater
The Oedipus Plays,Theater
Time Stands Still,Theater
Movie Night: Classics,Screening
Alien Marathon,Screening
Drive-In Premieres,Screening
Golden Age of Hollywood,Screening
Screamfest,Screening
End of Year Showcase,Screening
Classical Film Series,Screening
Horror Night,Screening
Silent Film Classics,Screening
Potluck Film Festival,Screening
Classics from the 70s,Screening
Family Movie Night,Screening
Cult Classics,Screening
Sci-Fi & Fantasy Marathon,Screening
Award-Winning Blockbuster Showcase,Screening
Docuseries on Demand,Screening
Holiday Movie Nights,Screening
Exploration of Short Films,Screening
Indie Movie Night,Screening
Netflix & Chill,Screening
Viewer Parties,Screening
After Dark Series,Screening
Autumn Movie Magic,Screening
Daytime Classics,Screening
Finally Friday Night Movies,Screening
Backwards Classics,Screening
Comedic Movie Series,Screening
Dates at the Drive-In,Screening
Musicals Screening,Screening
Action Movie Extravaganza,Screening
Cinematic Serenity,Screening
Slasher Speakeasy,Screening
Adaptations Unveiling,Screening
Box Office Bombs Night,Screening
Western Streaming,Screening
Futuristic Festival,Screening
Mind-Bending Friday Feature,Screening
Cinematic Comeback,Screening
Chilling Classics,Screening
Young Audience Series,Screening
Animation & Composer Series,Screening
Retro Nights,Screening
Saturday Mystery Movies,Screening
The Monday Movie Mania,Screening
Twilight in Theaters,Screening
Adventure Blockbuster Series,Screening
Actors' Corner Triple Feature,Screening
Nightmares on Screen,Screening
Fright Nites,Screening
Big Screen Sunday Showcase,Screening
Animated All-Day Festival,Screening
Thrillers & Spoilers,Screening
Gore Galore,Screening
Landmark's Monday Movie-Thon,Screening
Double Feature Debauchery,Screening
Hall of Infamy Special Edition,Screening
Fantasy vs. Reality Screening,Screening
Cinematic Series for Sunday,Screening
Kids Corner,Screening
Golden Age of Television,Screening
Independent Feature Nights,Screening
Camp Classics with Commentary,Screening
The Haunted Triple Feature,Screening
Disaster Movie Series,Screening
Movies on The Plaza,Screening
Midnight Madness,Screening
Make Believe Movies,Screening
Short Film Delights,Screening
Retro Video Reveal,Screening
Romance & Comedy Flicks,Screening
Sunday Cinema Social,Screening
Shakespeare in Movies,Screening
Friday Night Fright Flicks,Screening
Saturday Special Screenings,Screening
Top Picks for the Great Outdoors,Screening
Ballroom Basics,Dance
Hip-hop Dance Party,Dance
Country Line Dancing,Dance
Reggaeton Rhythms,Dance
Swinging Salsa,Dance
Rock ‘n’ Roll Night,Dance
Contemporary Ballet,Dance
Thrilling Tango,Dance
Sultry Samba,Dance
Funky Foxtrot,Dance
West Coast Swinging,Dance
Jacque Moves,Dance
Jitterbug Jamboree,Dance
Modern Merengue,Dance
Muted Mambo,Dance
Midnight Waltz,Dance
Fun Cha-Cha,Dance
Tap Into Fun,Dance
Glowstick Groovy Party,Dance
Boogie-Woogie Blues,Dance
Rave-style Bash,Dance
Pink Heels Pantaloons,Dance
Caribbean Rhythms,Dance
Disco Inferno,Dance
Beachside Bop,Dance
Sultry Flamenco,Dance
Breakdance Battle,Dance
Rumba Rendezvous,Dance
Slow Dance Spectacular,Dance
African Dance Fever,Dance
Familiar Foxtrot,Dance
Pole Dancing Class,Dance
Square Dancing Special,Dance
Rolling Sculpture,Dance
Drumming Dance,Dance
Asian-Fusion Moves,Dance
Vogue Moves,Dance
Pop Lock Party,Dance
Twerking Tutorial,Dance
Krumping Galore,Dance
Bachata Explosion,Dance
Go-Go Boogie,Dance
High-Energy Hip Hop,Dance
Glitzy Gala Party,Dance
Western Styling,Dance
80’s Flashback,Dance
Muscle Memory,Dance
Girl Power Moves,Dance
Robot Reverberation,Dance
Hula-Hooperama,Dance
Romantic Redux,Dance
Classical Flourish,Dance
Locking Laughter,Dance
Freestyle Fusion,Dance
Clandestine Floure,Dance
Jazz Jazz Jazz,Dance
New York Hustle,Dance
Hot Salsa Sizzle,Dance
Bollywood Bash,Dance
Tango Two-Step,Dance
Vintage Swoon,Dance
Movin’ and Groovin’,Dance
Innovative Waltz,Dance
Latin Movement,Dance
Lyrical Breakdown,Dance
Hip Hop Jazz,Dance
Ragged Ragtime,Dance
Salsa-Crazy,Dance
Ballet Barre,Dance
Irish Jig,Dance
Steppin' Out,Dance
Gymnastics Gala,Dance
B-Boy Breaking,Dance
Country Step Up,Dance
Smooth and Sweet,Dance
Town Fiddle Jamboree,Dance
Follow the Leader,Dance
Boogie Woogie Jam,Dance
Fox Trotting Fun,Dance
Cutting Shapes,Dance
Voguing Victoria,Dance
Swing Set Splendor,Dance
Big Band Bash,Dance
Charleston Galore,Dance
Electric Blocking,Dance
Viennese Waltzing,Dance
Pumpkin Patch Polka,Dance
Expert Electro,Dance
Polished Paso Doble,Dance
Sway with the Slow,Dance
Tribal Moves,Dance
Garba Gala,Dance
Lyrical Lifts,Dance
Reggae Repertoire,Dance
Curious Caribe,Dance
Trancing to Trance,Dance
Clogging Cool-down,Dance
Creeping to Creep,Dance
Junebug Jumping,Dance
Stomp It Out,Dance
Trip-Hop Treat,Dance
Turf Tangoing,Dance
Boot-Scoot Boogie,Dance
Foxtrot Folly,Dance
Limbo Party,Dance
Funked-up Freestyle,Dance
Dance Nation,Dance
Street Gig,Dance
Disco Mixer,Dance
Dance Hall Devils,Dance
Gyrating Grooves,Dance
Danceathon,Dance
Jitizens,Dance
Break Beat Boogie,Dance
Two-Time-Tango,Dance
Bounce and Break,Dance
Dancing Divas and Dudes,Dance
The Naked Whirling,Dance
Sensation Showdown,Dance
The Rising Move,Dance
Movable Groove,Dance
Blooming Laugh-ter Show,Comedy
Gigglefication Explosion,Comedy
Ha Ha Hysteria,Comedy
Laughter Riot,Comedy
Seriously Silly Showdown,Comedy
Humorous Happenings,Comedy
Wacky Whimsy Spectacular,Comedy
Comic Capers,Comedy
Ahhh Chortle Extravaganza,Comedy
Witnificent Fools' Fete,Comedy
Sketch Show Smackdown,Comedy
Funny Fiesta,Comedy
Madcap Mirth-Making,Comedy
Joke Jubilee,Comedy
Gigglegasmic Outburst,Comedy
